state,year,governor,house,senate
Maine,1975,Non-Major Party,Democrat,Republican
Maine,1976,Non-Major Party,Democrat,Republican
Maine,1977,Non-Major Party,Democrat,Republican
Maine,1978,Non-Major Party,Democrat,Republican
Maine,1979,Democrat,Democrat,Republican
Maine,1980,Democrat,Democrat,Republican
Maine,1981,Democrat,Democrat,Republican
Maine,1982,Democrat,Democrat,Republican
Maine,1987,Republican,Democrat,Democrat
Maine,1988,Republican,Democrat,Democrat
Maine,1989,Republican,Democrat,Democrat
Maine,1990,Republican,Democrat,Democrat
Maine,1991,Republican,Democrat,Democrat
Maine,1992,Republican,Democrat,Democrat
Maine,1993,Republican,Democrat,Democrat
Maine,1994,Republican,Democrat,Democrat
Maine,1995,Non-Major Party,Democrat,Republican
Maine,1996,Non-Major Party,Split,Republican
Maine,1997,Non-Major Party,Democrat,Democrat
Maine,1998,Non-Major Party,Democrat,Democrat
Maine,1999,Non-Major Party,Democrat,Democrat
Maine,2000,Non-Major Party,Democrat,Democrat
Maine,2001,Non-Major Party,Democrat,Split
Maine,2002,Non-Major Party,Democrat,Split
Maryland,1951,Republican,Democrat,Democrat
Maryland,1952,Republican,Democrat,Democrat
Maryland,1953,Republican,Democrat,Democrat
Maryland,1954,Republican,Democrat,Democrat
Maryland,1955,Republican,Democrat,Democrat
Maryland,1956,Republican,Democrat,Democrat
Maryland,1957,Republican,Democrat,Democrat
Maryland,1958,Republican,Democrat,Democrat
Maryland,1967,Republican,Democrat,Democrat
Maryland,1968,Republican,Democrat,Democrat
Maryland,2003,Republican,Democrat,Democrat
Maryland,2004,Republican,Democrat,Democrat
Maryland,2005,Republican,Democrat,Democrat
Maryland,2006,Republican,Democrat,Democrat
Massachusetts,1951,Democrat,Democrat,Republican
Massachusetts,1952,Democrat,Democrat,Republican
Massachusetts,1955,Republican,Democrat,Republican
Massachusetts,1956,Republican,Democrat,Republican
Massachusetts,1957,Democrat,Democrat,Republican
Massachusetts,1958,Democrat,Democrat,Republican
Massachusetts,1961,Republican,Democrat,Democrat
Massachusetts,1962,Republican,Democrat,Democrat
Massachusetts,1965,Republican,Democrat,Democrat
Massachusetts,1966,Republican,Democrat,Democrat
Massachusetts,1967,Republican,Democrat,Democrat
Massachusetts,1968,Republican,Democrat,Democrat
Massachusetts,1969,Republican,Democrat,Democrat
Massachusetts,1970,Republican,Democrat,Democrat
Massachusetts,1971,Republican,Democrat,Democrat
Massachusetts,1972,Republican,Democrat,Democrat
Massachusetts,1973,Republican,Democrat,Democrat
Massachusetts,1974,Republican,Democrat,Democrat
Massachusetts,1991,Republican,Democrat,Democrat
Massachusetts,1992,Republican,Democrat,Democrat
Massachusetts,1993,Republican,Democrat,Democrat
Massachusetts,1994,Republican,Democrat,Democrat
Massachusetts,1995,Republican,Democrat,Democrat
Massachusetts,1996,Republican,Democrat,Democrat
Massachusetts,1997,Republican,Democrat,Democrat
Massachusetts,1998,Republican,Democrat,Democrat
Massachusetts,1999,Republican,Democrat,Democrat
Massachusetts,2000,Republican,Democrat,Democrat
Massachusetts,2001,Republican,Democrat,Democrat
Massachusetts,2002,Republican,Democrat,Democrat
Massachusetts,2003,Republican,Democrat,Democrat
Massachusetts,2004,Republican,Democrat,Democrat
Massachusetts,2005,Republican,Democrat,Democrat
Massachusetts,2006,Republican,Democrat,Democrat
Michigan,1951,Democrat,Republican,Republican
Michigan,1952,Democrat,Republican,Republican
Michigan,1953,Democrat,Republican,Republican
Michigan,1954,Democrat,Republican,Republican
Michigan,1955,Democrat,Republican,Republican
Michigan,1956,Democrat,Republican,Republican
Michigan,1957,Democrat,Republican,Republican
Michigan,1958,Democrat,Republican,Republican
Michigan,1959,Democrat,Republican,Republican
Michigan,1960,Democrat,Republican,Republican
Michigan,1961,Democrat,Republican,Republican
Michigan,1962,Democrat,Republican,Republican
Michigan,1965,Republican,Democrat,Democrat
Michigan,1966,Republican,Democrat,Democrat
Michigan,1969,Republican,Democrat,Republican
Michigan,1970,Republican,Democrat,Republican
Michigan,1971,Republican,Democrat,Republican
Michigan,1972,Republican,Democrat,Republican
Michigan,1973,Republican,Democrat,Republican
Michigan,1974,Republican,Democrat,Republican
Michigan,1975,Republican,Democrat,Democrat
Michigan,1976,Republican,Democrat,Democrat
Michigan,1977,Republican,Democrat,Democrat
Michigan,1978,Republican,Democrat,Democrat
Michigan,1979,Republican,Democrat,Democrat
Michigan,1980,Republican,Democrat,Democrat
Michigan,1981,Republican,Democrat,Democrat
Michigan,1982,Republican,Democrat,Democrat
Michigan,1984,Democrat,Democrat,Republican
Michigan,1985,Democrat,Democrat,Republican
Michigan,1986,Democrat,Democrat,Republican
Michigan,1987,Democrat,Democrat,Republican
Michigan,1988,Democrat,Democrat,Republican
Michigan,1989,Democrat,Democrat,Republican
Michigan,1990,Democrat,Democrat,Republican
Michigan,1991,Republican,Democrat,Republican
Michigan,1992,Republican,Democrat,Republican
Michigan,1993,Republican,Split,Republican
Michigan,1994,Republican,Split,Republican
Michigan,1997,Republican,Democrat,Republican
Michigan,1998,Republican,Democrat,Republican
Michigan,2003,Democrat,Republican,Republican
Michigan,2004,Democrat,Republican,Republican
Michigan,2005,Democrat,Republican,Republican
Michigan,2006,Democrat,Republican,Republican
Michigan,2007,Democrat,Democrat,Republican
Michigan,2008,Democrat,Democrat,Republican
Michigan,2009,Democrat,Democrat,Republican
Michigan,2010,Democrat,Democrat,Republican
Minnesota,1955,Democrat,Democrat,Republican
Minnesota,1956,Democrat,Democrat,Republican
Minnesota,1957,Democrat,Democrat,Republican
Minnesota,1958,Democrat,Democrat,Republican
Minnesota,1959,Democrat,Democrat,Republican
Minnesota,1960,Democrat,Democrat,Republican
Minnesota,1961,Republican,Democrat,Republican
Minnesota,1962,Republican,Democrat,Republican
Minnesota,1963,Democrat,Republican,Republican
Minnesota,1964,Democrat,Republican,Republican
Minnesota,1965,Democrat,Republican,Republican
Minnesota,1966,Democrat,Republican,Republican
Minnesota,1971,Democrat,Republican,Republican
Minnesota,1972,Democrat,Republican,Republican
Minnesota,1979,Republican,Split,Democrat
Minnesota,1980,Republican,Democrat,Democrat
Minnesota,1981,Republican,Democrat,Democrat
Minnesota,1982,Republican,Democrat,Democrat
Minnesota,1985,Democrat,Republican,Democrat
Minnesota,1986,Democrat,Republican,Democrat
Minnesota,1991,Republican,Democrat,Democrat
Minnesota,1992,Republican,Democrat,Democrat
Minnesota,1993,Republican,Democrat,Democrat
Minnesota,1994,Republican,Democrat,Democrat
Minnesota,1995,Republican,Democrat,Democrat
Minnesota,1996,Republican,Democrat,Democrat
Minnesota,1997,Republican,Democrat,Democrat
Minnesota,1998,Republican,Democrat,Democrat
Minnesota,1999,Non-Major Party,Republican,Democrat
Minnesota,2000,Non-Major Party,Republican,Democrat
Minnesota,2001,Non-Major Party,Republican,Democrat
Minnesota,2002,Non-Major Party,Republican,Democrat
Minnesota,2003,Republican,Republican,Democrat
Minnesota,2004,Republican,Republican,Democrat
Minnesota,2005,Republican,Republican,Democrat
Minnesota,2006,Republican,Republican,Democrat
Minnesota,2007,Republican,Democrat,Democrat
Minnesota,2008,Republican,Democrat,Democrat
Minnesota,2009,Republican,Democrat,Democrat
Minnesota,2010,Republican,Democrat,Democrat
Mississippi,1992,Republican,Democrat,Democrat
Mississippi,1993,Republican,Democrat,Democrat
Mississippi,1994,Republican,Democrat,Democrat
Mississippi,1995,Republican,Democrat,Democrat
Mississippi,1996,Republican,Democrat,Democrat
Mississippi,1997,Republican,Democrat,Democrat
Mississippi,1998,Republican,Democrat,Democrat
Mississippi,1999,Republican,Democrat,Democrat
Mississippi,2004,Republican,Democrat,Democrat
Mississippi,2005,Republican,Democrat,Democrat
Mississippi,2006,Republican,Democrat,Democrat
Mississippi,2007,Republican,Democrat,Split
Mississippi,2008,Republican,Democrat,Democrat
Mississippi,2009,Republican,Democrat,Democrat
Mississippi,2010,Republican,Democrat,Democrat
Missouri,1953,Democrat,Republican,Democrat
Missouri,1954,Democrat,Republican,Democrat
Missouri,1973,Republican,Democrat,Democrat
Missouri,1974,Republican,Democrat,Democrat
Missouri,1975,Republican,Democrat,Democrat
Missouri,1976,Republican,Democrat,Democrat
Missouri,1981,Republican,Democrat,Democrat
Missouri,1982,Republican,Democrat,Democrat
Missouri,1983,Republican,Democrat,Democrat
Missouri,1984,Republican,Democrat,Democrat
Missouri,1985,Republican,Democrat,Democrat
Missouri,1986,Republican,Democrat,Democrat
Missouri,1987,Republican,Democrat,Democrat
Missouri,1988,Republican,Democrat,Democrat
Missouri,1989,Republican,Democrat,Democrat
Missouri,1990,Republican,Democrat,Democrat
Missouri,1991,Republican,Democrat,Democrat
Missouri,1992,Republican,Democrat,Democrat
Missouri,1997,Democrat,Democrat,Democrat
Missouri,1998,Democrat,Democrat,Democrat
Missouri,1999,Democrat,Democrat,Democrat
Missouri,2000,Democrat,Democrat,Democrat
Missouri,2001,Democrat,Democrat,Republican
Missouri,2002,Democrat,Democrat,Republican
Missouri,2003,Democrat,Republican,Republican
Missouri,2004,Democrat,Republican,Republican
Missouri,2005,Republican,Republican,Republican
Missouri,2006,Republican,Republican,Republican
Missouri,2007,Republican,Republican,Republican
Missouri,2008,Republican,Republican,Republican
Missouri,2009,Democrat,Republican,Republican
Missouri,2010,Democrat,Republican,Republican
Montana,1951,Democrat,Republican,Split
Montana,1952,Democrat,Republican,Split
Montana,1955,Republican,Democrat,Republican
Montana,1956,Republican,Democrat,Republican
Montana,1957,Republican,Democrat,Democrat
Montana,1958,Republican,Democrat,Democrat
Montana,1959,Republican,Democrat,Democrat
Montana,1960,Republican,Democrat,Democrat
Montana,1961,Republican,Republican,Democrat
Montana,1962,Republican,Republican,Democrat
Montana,1963,Republican,Republican,Democrat
Montana,1964,Republican,Republican,Democrat
Montana,1965,Republican,Democrat,Democrat
Montana,1966,Republican,Democrat,Democrat
Montana,1967,Republican,Republican,Democrat
Montana,1968,Republican,Republican,Democrat
Montana,1969,Democrat,Republican,Democrat
Montana,1970,Democrat,Republican,Democrat
Montana,1971,Democrat,Republican,Democrat
Montana,1972,Democrat,Republican,Democrat
Montana,1977,Democrat,Democrat,Split
Montana,1978,Democrat,Democrat,Split
Montana,1979,Democrat,Democrat,Republican
Montana,1980,Democrat,Democrat,Republican
Montana,1981,Democrat,Republican,Republican
Montana,1982,Democrat,Republican,Republican
Montana,1983,Democrat,Democrat,Republican
Montana,1984,Democrat,Democrat,Republican
Montana,1985,Democrat,Split,Democrat
Montana,1986,Democrat,Split,Democrat
Montana,1987,Democrat,Republican,Split
Montana,1988,Democrat,Republican,Split
Montana,1989,Republican,Democrat,Republican
Montana,1990,Republican,Democrat,Republican
Montana,1991,Republican,Democrat,Democrat
Montana,1992,Republican,Democrat,Democrat
Montana,1993,Republican,Republican,Democrat
Montana,1994,Republican,Republican,Democrat
Montana,2005,Democrat,Split,Democrat
Montana,2006,Democrat,Split,Democrat
Montana,2007,Democrat,Republican,Democrat
Montana,2008,Democrat,Republican,Democrat
Montana,2009,Democrat,Democrat,Republican
Montana,2010,Democrat,Split,Republican
Nevada,1951,Republican,Democrat,Republican
Nevada,1952,Republican,Democrat,Republican
Nevada,1953,Republican,Democrat,Republican
Nevada,1954,Republican,Democrat,Republican
Nevada,1955,Republican,Democrat,Republican
Nevada,1956,Republican,Democrat,Republican
Nevada,1957,Republican,Democrat,Republican
Nevada,1958,Republican,Democrat,Republican
Nevada,1959,Democrat,Democrat,Republican
Nevada,1960,Democrat,Democrat,Republican
Nevada,1961,Democrat,Democrat,Republican
Nevada,1962,Democrat,Democrat,Republican
Nevada,1963,Democrat,Democrat,Republican
Nevada,1964,Democrat,Democrat,Republican
Nevada,1967,Republican,Democrat,Democrat
Nevada,1968,Republican,Democrat,Democrat
Nevada,1969,Republican,Republican,Democrat
Nevada,1970,Republican,Republican,Democrat
Nevada,1971,Democrat,Republican,Democrat
Nevada,1972,Democrat,Republican,Democrat
Nevada,1979,Republican,Democrat,Democrat
Nevada,1980,Republican,Democrat,Democrat
Nevada,1981,Republican,Democrat,Democrat
Nevada,1982,Republican,Democrat,Democrat
Nevada,1985,Democrat,Republican,Democrat
Nevada,1986,Democrat,Republican,Democrat
Nevada,1987,Democrat,Democrat,Republican
Nevada,1988,Democrat,Democrat,Republican
Nevada,1989,Democrat,Democrat,Republican
Nevada,1990,Democrat,Democrat,Republican
Nevada,1993,Democrat,Democrat,Republican
Nevada,1994,Democrat,Democrat,Republican
Nevada,1995,Democrat,Split,Republican
Nevada,1996,Democrat,Split,Republican
Nevada,1997,Democrat,Democrat,Republican
Nevada,1998,Democrat,Democrat,Republican
Nevada,1999,Republican,Democrat,Republican
Nevada,2000,Republican,Democrat,Republican
Nevada,2001,Republican,Democrat,Republican
Nevada,2002,Republican,Democrat,Republican
Nevada,2003,Republican,Democrat,Republican
Nevada,2004,Republican,Democrat,Republican
Nevada,2005,Republican,Democrat,Republican
Nevada,2006,Republican,Democrat,Republican
Nevada,2007,Republican,Democrat,Republican
Nevada,2008,Republican,Democrat,Republican
Nevada,2009,Republican,Democrat,Democrat
Nevada,2010,Republican,Democrat,Democrat
New Hampshire,1963,Democrat,Republican,Republican
New Hampshire,1964,Democrat,Republican,Republican
New Hampshire,1965,Democrat,Republican,Republican
New Hampshire,1966,Democrat,Republican,Republican
New Hampshire,1967,Democrat,Republican,Republican
New Hampshire,1968,Democrat,Republican,Republican
New Hampshire,1975,Republican,Republican,Split
New Hampshire,1976,Republican,Republican,Split
New Hampshire,1977,Republican,Republican,Split
New Hampshire,1978,Republican,Republican,Split
New Hampshire,1979,Democrat,Republican,Split
New Hampshire,1980,Democrat,Republican,Split
New Hampshire,1981,Democrat,Republican,Republican
New Hampshire,1982,Democrat,Republican,Republican
New Hampshire,1997,Democrat,Republican,Republican
New Hampshire,1998,Democrat,Republican,Republican
New Hampshire,1999,Democrat,Republican,Democrat
New Hampshire,2000,Democrat,Republican,Split
New Hampshire,2001,Democrat,Republican,Republican
New Hampshire,2002,Democrat,Republican,Republican
New Hampshire,2005,Democrat,Republican,Republican
New Hampshire,2006,Democrat,Republican,Republican
New Jersey,1954,Democrat,Republican,Republican
New Jersey,1955,Democrat,Republican,Republican
New Jersey,1956,Democrat,Republican,Republican
New Jersey,1957,Democrat,Republican,Republican
New Jersey,1958,Democrat,Democrat,Republican
New Jersey,1959,Democrat,Democrat,Republican
New Jersey,1960,Democrat,Democrat,Republican
New Jersey,1961,Democrat,Democrat,Republican
New Jersey,1962,Democrat,Democrat,Republican
New Jersey,1963,Democrat,Democrat,Republican
New Jersey,1964,Democrat,Republican,Republican
New Jersey,1965,Democrat,Republican,Republican
New Jersey,1968,Democrat,Republican,Republican
New Jersey,1969,Democrat,Republican,Republican
New Jersey,1972,Republican,Split,Republican
New Jersey,1973,Republican,Split,Republican
New Jersey,1982,Republican,Democrat,Democrat
New Jersey,1983,Republican,Democrat,Democrat
New Jersey,1984,Republican,Democrat,Democrat
New Jersey,1985,Republican,Democrat,Democrat
New Jersey,1986,Republican,Republican,Democrat
New Jersey,1987,Republican,Republican,Democrat
New Jersey,1988,Republican,Republican,Democrat
New Jersey,1989,Republican,Republican,Democrat
New Jersey,1992,Democrat,Republican,Republican
New Jersey,1993,Democrat,Republican,Republican
New Jersey,2002,Democrat,Democrat,Split
New Jersey,2003,Democrat,Democrat,Split
New Jersey,2010,Republican,Democrat,Democrat
New Mexico,1951,Republican,Democrat,Democrat
New Mexico,1952,Republican,Democrat,Democrat
New Mexico,1953,Republican,Republican,Democrat
New Mexico,1954,Republican,Republican,Democrat
New Mexico,1957,Republican,Democrat,Democrat
New Mexico,1958,Republican,Democrat,Democrat
New Mexico,1961,Republican,Democrat,Democrat
New Mexico,1962,Republican,Democrat,Democrat
New Mexico,1967,Republican,Democrat,Democrat
New Mexico,1968,Republican,Democrat,Democrat
New Mexico,1969,Republican,Democrat,Democrat
New Mexico,1970,Republican,Democrat,Democrat
New Mexico,1985,Democrat,Democrat,Republican
New Mexico,1986,Democrat,Democrat,Republican
New Mexico,1987,Republican,Democrat,Split
New Mexico,1988,Republican,Democrat,Split
New Mexico,1989,Republican,Democrat,Democrat
New Mexico,1990,Republican,Democrat,Democrat
New Mexico,1995,Republican,Democrat,Democrat
New Mexico,1996,Republican,Democrat,Democrat
New Mexico,1997,Republican,Democrat,Democrat
New Mexico,1998,Republican,Democrat,Democrat
New Mexico,1999,Republican,Democrat,Democrat
New Mexico,2000,Republican,Democrat,Democrat
New Mexico,2001,Republican,Democrat,Democrat
New Mexico,2002,Republican,Democrat,Democrat
New York,1955,Democrat,Republican,Republican
New York,1956,Democrat,Republican,Republican
New York,1957,Democrat,Republican,Republican
New York,1958,Democrat,Republican,Republican
New York,1965,Republican,Democrat,Democrat
New York,1966,Republican,Democrat,Republican
New York,1967,Republican,Democrat,Republican
New York,1968,Republican,Democrat,Republican
New York,1975,Democrat,Democrat,Republican
New York,1976,Democrat,Democrat,Republican
New York,1977,Democrat,Democrat,Republican
New York,1978,Democrat,Democrat,Republican
New York,1979,Democrat,Democrat,Republican
New York,1980,Democrat,Democrat,Republican
New York,1981,Democrat,Democrat,Republican
New York,1982,Democrat,Democrat,Republican
New York,1983,Democrat,Democrat,Republican
New York,1984,Democrat,Democrat,Republican
New York,1985,Democrat,Democrat,Republican
New York,1986,Democrat,Democrat,Republican
New York,1987,Democrat,Democrat,Republican
New York,1988,Democrat,Democrat,Republican
New York,1989,Democrat,Democrat,Republican
New York,1990,Democrat,Democrat,Republican
New York,1991,Democrat,Democrat,Republican
New York,1992,Democrat,Democrat,Republican
New York,1993,Democrat,Democrat,Republican
New York,1994,Democrat,Democrat,Republican
New York,1995,Republican,Democrat,Republican
New York,1996,Republican,Democrat,Republican
New York,1997,Republican,Democrat,Republican
New York,1998,Republican,Democrat,Republican
New York,1999,Republican,Democrat,Republican
New York,2000,Republican,Democrat,Republican
New York,2001,Republican,Democrat,Republican
New York,2002,Republican,Democrat,Republican
New York,2003,Republican,Democrat,Republican
New York,2004,Republican,Democrat,Republican
New York,2005,Republican,Democrat,Republican
New York,2006,Republican,Democrat,Republican
New York,2007,Democrat,Democrat,Republican
New York,2008,Democrat,Democrat,Republican
North Carolina,1973,Republican,Democrat,Democrat
North Carolina,1974,Republican,Democrat,Democrat
North Carolina,1975,Republican,Democrat,Democrat
North Carolina,1976,Republican,Democrat,Democrat
North Carolina,1985,Republican,Democrat,Democrat
North Carolina,1986,Republican,Democrat,Democrat
North Carolina,1987,Republican,Democrat,Democrat
North Carolina,1988,Republican,Democrat,Democrat
North Carolina,1989,Republican,Democrat,Democrat
North Carolina,1990,Republican,Democrat,Democrat
North Carolina,1991,Republican,Democrat,Democrat
North Carolina,1992,Republican,Democrat,Democrat
North Carolina,1995,Democrat,Republican,Democrat
North Carolina,1996,Democrat,Republican,Democrat
North Carolina,1997,Democrat,Republican,Democrat
North Carolina,1998,Democrat,Republican,Democrat
North Carolina,2003,Democrat,Split,Democrat
North Dakota,1961,Democrat,Republican,Republican
North Dakota,1962,Democrat,Republican,Republican
North Dakota,1963,Democrat,Republican,Republican
North Dakota,1964,Democrat,Republican,Republican
North Dakota,1965,Democrat,Democrat,Republican
North Dakota,1966,Democrat,Democrat,Republican
North Dakota,1967,Democrat,Republican,Republican
North Dakota,1968,Democrat,Republican,Republican
North Dakota,1969,Democrat,Republican,Republican
North Dakota,1970,Democrat,Republican,Republican
North Dakota,1971,Democrat,Republican,Republican
North Dakota,1972,Democrat,Republican,Republican
North Dakota,1973,Democrat,Republican,Republican
North Dakota,1974,Democrat,Republican,Republican
North Dakota,1975,Democrat,Republican,Republican
North Dakota,1976,Democrat,Republican,Republican
North Dakota,1977,Democrat,Split,Republican
North Dakota,1978,Democrat,Split,Republican
North Dakota,1979,Democrat,Republican,Republican
North Dakota,1980,Democrat,Republican,Republican
North Dakota,1983,Republican,Democrat,Republican
North Dakota,1984,Republican,Democrat,Republican
North Dakota,1985,Democrat,Republican,Republican
North Dakota,1986,Democrat,Republican,Republican
North Dakota,1987,Democrat,Republican,Democrat
North Dakota,1988,Democrat,Republican,Democrat
North Dakota,1989,Democrat,Republican,Democrat
North Dakota,1990,Democrat,Republican,Democrat
North Dakota,1991,Democrat,Republican,Democrat
North Dakota,1992,Democrat,Republican,Democrat
North Dakota,1993,Republican,Republican,Democrat
North Dakota,1994,Republican,Republican,Democrat
Ohio,1951,Democrat,Republican,Republican
Ohio,1952,Democrat,Republican,Republican
Ohio,1953,Democrat,Republican,Republican
Ohio,1954,Democrat,Republican,Republican
Ohio,1955,Democrat,Republican,Republican
Ohio,1956,Democrat,Republican,Republican
Ohio,1961,Democrat,Republican,Republican
Ohio,1962,Democrat,Republican,Republican
Ohio,1971,Democrat,Republican,Republican
Ohio,1972,Democrat,Republican,Republican
Ohio,1973,Democrat,Democrat,Republican
Ohio,1974,Democrat,Democrat,Republican
Ohio,1975,Republican,Democrat,Democrat
Ohio,1976,Republican,Democrat,Democrat
Ohio,1977,Republican,Democrat,Democrat
Ohio,1978,Republican,Democrat,Democrat
Ohio,1979,Republican,Democrat,Democrat
Ohio,1980,Republican,Democrat,Democrat
Ohio,1981,Republican,Democrat,Republican
Ohio,1982,Republican,Democrat,Republican
Ohio,1985,Democrat,Democrat,Republican
Ohio,1986,Democrat,Democrat,Republican
Ohio,1987,Democrat,Democrat,Republican
Ohio,1988,Democrat,Democrat,Republican
Ohio,1989,Democrat,Democrat,Republican
Ohio,1990,Democrat,Democrat,Republican
Ohio,1991,Republican,Democrat,Republican
Ohio,1992,Republican,Democrat,Republican
Ohio,1993,Republican,Democrat,Republican
Ohio,1994,Republican,Democrat,Republican
Ohio,2007,Democrat,Republican,Republican
Ohio,2008,Democrat,Republican,Republican
Ohio,2009,Democrat,Democrat,Republican
Ohio,2010,Democrat,Democrat,Republican
Oklahoma,1963,Republican,Democrat,Democrat
Oklahoma,1964,Republican,Democrat,Democrat
Oklahoma,1965,Republican,Democrat,Democrat
Oklahoma,1966,Republican,Democrat,Democrat
Oklahoma,1967,Republican,Democrat,Democrat
Oklahoma,1968,Republican,Democrat,Democrat
Oklahoma,1969,Republican,Democrat,Democrat
Oklahoma,1970,Republican,Democrat,Democrat
Oklahoma,1987,Republican,Democrat,Democrat
Oklahoma,1988,Republican,Democrat,Democrat
Oklahoma,1989,Republican,Democrat,Democrat
Oklahoma,1990,Republican,Democrat,Democrat
Oklahoma,1993,Democrat,Democrat,Democrat
Oklahoma,1994,Democrat,Democrat,Democrat
Oklahoma,1995,Republican,Democrat,Democrat
Oklahoma,1996,Republican,Democrat,Democrat
Oklahoma,1997,Republican,Democrat,Democrat
Oklahoma,1998,Republican,Democrat,Democrat
Oklahoma,1999,Republican,Democrat,Democrat
Oklahoma,2000,Republican,Democrat,Democrat
Oklahoma,2001,Republican,Democrat,Democrat
Oklahoma,2002,Republican,Democrat,Democrat
Oklahoma,2003,Democrat,Democrat,Democrat
Oklahoma,2004,Democrat,Democrat,Democrat
Oklahoma,2005,Democrat,Republican,Democrat
Oklahoma,2006,Democrat,Republican,Democrat
Oklahoma,2007,Democrat,Republican,Split
Oklahoma,2008,Democrat,Republican,Split
Oklahoma,2009,Democrat,Republican,Republican
Oklahoma,2010,Democrat,Republican,Republican
Oregon,1957,Democrat,Democrat,Split
Oregon,1958,Democrat,Democrat,Split
Oregon,1959,Republican,Democrat,Democrat
Oregon,1960,Republican,Democrat,Democrat
Oregon,1961,Republican,Democrat,Democrat
Oregon,1962,Republican,Democrat,Democrat
Oregon,1963,Republican,Democrat,Democrat
Oregon,1964,Republican,Democrat,Democrat
Oregon,1965,Republican,Republican,Democrat
Oregon,1966,Republican,Republican,Democrat
Oregon,1967,Republican,Republican,Democrat
Oregon,1968,Republican,Republican,Democrat
Oregon,1969,Republican,Republican,Democrat
Oregon,1970,Republican,Republican,Democrat
Oregon,1971,Republican,Republican,Democrat
Oregon,1972,Republican,Republican,Democrat
Oregon,1973,Republican,Democrat,Democrat
Oregon,1974,Republican,Democrat,Democrat
Oregon,1979,Republican,Democrat,Democrat
Oregon,1980,Republican,Democrat,Democrat
Oregon,1981,Republican,Democrat,Democrat
Oregon,1982,Republican,Democrat,Democrat
Oregon,1983,Republican,Democrat,Democrat
Oregon,1984,Republican,Democrat,Democrat
Oregon,1985,Republican,Democrat,Democrat
Oregon,1986,Republican,Democrat,Democrat
Oregon,1991,Democrat,Republican,Democrat
Oregon,1992,Democrat,Republican,Democrat
Oregon,1993,Democrat,Republican,Democrat
Oregon,1994,Democrat,Republican,Democrat
Oregon,1995,Democrat,Republican,Republican
Oregon,1996,Democrat,Republican,Republican
Oregon,1997,Democrat,Republican,Republican
Oregon,1998,Democrat,Republican,Republican
Oregon,1999,Democrat,Republican,Republican
Oregon,2000,Democrat,Republican,Republican
Oregon,2001,Democrat,Republican,Republican
Oregon,2002,Democrat,Republican,Republican
Oregon,2003,Democrat,Republican,Split
Oregon,2004,Democrat,Republican,Split
Oregon,2005,Democrat,Republican,Democrat
Oregon,2006,Democrat,Republican,Democrat
Oregon,2007,Democrat,Democrat,Democrat
Oregon,2008,Democrat,Democrat,Democrat
Oregon,2009,Democrat,Democrat,Democrat
Oregon,2010,Democrat,Democrat,Democrat
Pennsylvania,1955,Democrat,Democrat,Republican
Pennsylvania,1956,Democrat,Democrat,Republican
Pennsylvania,1957,Democrat,Republican,Republican
Pennsylvania,1958,Democrat,Republican,Republican
Pennsylvania,1959,Democrat,Democrat,Republican
Pennsylvania,1960,Democrat,Democrat,Republican
Pennsylvania,1965,Republican,Democrat,Republican
Pennsylvania,1966,Republican,Democrat,Republican
Pennsylvania,1969,Republican,Democrat,Republican
Pennsylvania,1970,Republican,Democrat,Republican
Pennsylvania,1973,Democrat,Republican,Democrat
Pennsylvania,1974,Democrat,Republican,Democrat
Pennsylvania,1979,Republican,Republican,Democrat
Pennsylvania,1980,Republican,Republican,Democrat
Pennsylvania,1983,Republican,Democrat,Republican
Pennsylvania,1984,Republican,Democrat,Republican
Pennsylvania,1985,Republican,Democrat,Republican
Pennsylvania,1986,Republican,Democrat,Republican
Pennsylvania,1987,Democrat,Democrat,Republican
Pennsylvania,1988,Democrat,Democrat,Republican
Pennsylvania,1989,Democrat,Democrat,Republican
Pennsylvania,1990,Democrat,Democrat,Republican
Pennsylvania,1991,Democrat,Democrat,Republican
Pennsylvania,1992,Democrat,Democrat,Republican
Pennsylvania,1994,Democrat,Democrat,Republican
Pennsylvania,2003,Democrat,Republican,Republican
Pennsylvania,2004,Democrat,Republican,Republican
Pennsylvania,2005,Democrat,Republican,Republican
Pennsylvania,2006,Democrat,Republican,Republican
Pennsylvania,2007,Democrat,Democrat,Republican
Pennsylvania,2008,Democrat,Democrat,Republican
Pennsylvania,2009,Democrat,Democrat,Republican
Pennsylvania,2010,Democrat,Democrat,Republican
Rhode Island,1951,Democrat,Democrat,Republican
Rhode Island,1952,Democrat,Democrat,Republican
Rhode Island,1953,Democrat,Democrat,Republican
Rhode Island,1954,Democrat,Democrat,Republican
Rhode Island,1955,Democrat,Democrat,Split
Rhode Island,1956,Democrat,Democrat,Split
Rhode Island,1957,Democrat,Democrat,Republican
Rhode Island,1958,Democrat,Democrat,Republican
Rhode Island,1959,Republican,Democrat,Democrat
Rhode Island,1960,Republican,Democrat,Democrat
Rhode Island,1963,Republican,Democrat,Democrat
Rhode Island,1964,Republican,Democrat,Democrat
Rhode Island,1965,Republican,Democrat,Democrat
Rhode Island,1966,Republican,Democrat,Democrat
Rhode Island,1967,Republican,Democrat,Democrat
Rhode Island,1968,Republican,Democrat,Democrat
Rhode Island,1985,Republican,Democrat,Democrat
Rhode Island,1986,Republican,Democrat,Democrat
Rhode Island,1987,Republican,Democrat,Democrat
Rhode Island,1988,Republican,Democrat,Democrat
