state,year,governor,house,senate
Rhode Island,1989,Republican,Democrat,Democrat
Rhode Island,1990,Republican,Democrat,Democrat
Rhode Island,1995,Republican,Democrat,Democrat
Rhode Island,1996,Republican,Democrat,Democrat
Rhode Island,1997,Republican,Democrat,Democrat
Rhode Island,1998,Republican,Democrat,Democrat
Rhode Island,1999,Republican,Democrat,Democrat
Rhode Island,2000,Republican,Democrat,Democrat
Rhode Island,2001,Republican,Democrat,Democrat
Rhode Island,2002,Republican,Democrat,Democrat
Rhode Island,2003,Republican,Democrat,Democrat
Rhode Island,2004,Republican,Democrat,Democrat
Rhode Island,2005,Republican,Democrat,Democrat
Rhode Island,2006,Republican,Democrat,Democrat
Rhode Island,2007,Republican,Democrat,Democrat
Rhode Island,2008,Republican,Democrat,Democrat
Rhode Island,2009,Republican,Democrat,Democrat
Rhode Island,2010,Republican,Democrat,Democrat
Rhode Island,2011,Non-Major Party,Democrat,Democrat
South Carolina,1975,Republican,Democrat,Democrat
South Carolina,1976,Republican,Democrat,Democrat
South Carolina,1977,Republican,Democrat,Democrat
South Carolina,1978,Republican,Democrat,Democrat
South Carolina,1987,Republican,Democrat,Democrat
South Carolina,1988,Republican,Democrat,Democrat
South Carolina,1989,Republican,Democrat,Democrat
South Carolina,1990,Republican,Democrat,Democrat
South Carolina,1991,Republican,Democrat,Democrat
South Carolina,1992,Republican,Democrat,Democrat
South Carolina,1993,Republican,Democrat,Democrat
South Carolina,1994,Republican,Democrat,Democrat
South Carolina,1995,Republican,Republican,Democrat
South Carolina,1996,Republican,Republican,Democrat
South Carolina,1997,Republican,Republican,Democrat
South Carolina,1998,Republican,Republican,Democrat
South Carolina,1999,Democrat,Republican,Democrat
South Carolina,2000,Democrat,Republican,Democrat
South Carolina,2001,Democrat,Republican,Republican
South Carolina,2002,Democrat,Republican,Republican
South Dakota,1959,Democrat,Republican,Democrat
South Dakota,1960,Democrat,Republican,Democrat
South Dakota,1971,Democrat,Republican,Republican
South Dakota,1972,Democrat,Republican,Republican
South Dakota,1975,Democrat,Republican,Democrat
South Dakota,1976,Democrat,Republican,Democrat
South Dakota,1977,Democrat,Republican,Republican
South Dakota,1978,Democrat,Republican,Republican
South Dakota,1993,Republican,Republican,Democrat
South Dakota,1994,Republican,Republican,Democrat
South Dakota,1997,Republican,Republican,Republican
South Dakota,1998,Republican,Republican,Republican
South Dakota,1999,Republican,Republican,Republican
South Dakota,2000,Republican,Republican,Republican
South Dakota,2007,Republican,Republican,Republican
South Dakota,2008,Republican,Republican,Republican
South Dakota,2009,Republican,Republican,Republican
South Dakota,2010,Republican,Republican,Republican
Tennessee,1969,Democrat,Split,Democrat
Tennessee,1970,Democrat,Split,Democrat
Tennessee,1971,Republican,Democrat,Democrat
Tennessee,1972,Republican,Democrat,Democrat
Tennessee,1973,Republican,Democrat,Democrat
Tennessee,1974,Republican,Democrat,Democrat
Tennessee,1979,Republican,Democrat,Democrat
Tennessee,1980,Republican,Democrat,Democrat
Tennessee,1981,Republican,Democrat,Democrat
Tennessee,1982,Republican,Democrat,Democrat
Tennessee,1983,Republican,Democrat,Democrat
Tennessee,1984,Republican,Democrat,Democrat
Tennessee,1985,Republican,Democrat,Democrat
Tennessee,1986,Republican,Democrat,Democrat
Tennessee,1995,Republican,Democrat,Democrat
Tennessee,1996,Republican,Democrat,Democrat
Tennessee,1997,Republican,Democrat,Democrat
Tennessee,1998,Republican,Democrat,Democrat
Tennessee,1999,Republican,Democrat,Democrat
Tennessee,2000,Republican,Democrat,Democrat
Tennessee,2001,Republican,Democrat,Democrat
Tennessee,2002,Republican,Democrat,Democrat
Tennessee,2005,Democrat,Democrat,Republican
Tennessee,2006,Democrat,Democrat,Republican
Tennessee,2007,Democrat,Democrat,Republican
Tennessee,2008,Democrat,Democrat,Republican
Tennessee,2009,Democrat,Republican,Republican
Tennessee,2010,Democrat,Republican,Republican
Texas,1979,Republican,Democrat,Democrat
Texas,1980,Republican,Democrat,Democrat
Texas,1981,Republican,Democrat,Democrat
Texas,1982,Republican,Democrat,Democrat
Texas,1987,Republican,Democrat,Democrat
Texas,1988,Republican,Democrat,Democrat
Texas,1989,Republican,Democrat,Democrat
Texas,1990,Republican,Democrat,Democrat
Texas,1995,Republican,Democrat,Democrat
Texas,1996,Republican,Democrat,Democrat
Texas,1997,Republican,Democrat,Republican
Texas,1998,Republican,Democrat,Republican
Texas,1999,Republican,Democrat,Republican
Texas,2000,Republican,Democrat,Republican
Texas,2001,Republican,Democrat,Republican
Texas,2002,Republican,Democrat,Republican
Utah,1951,Republican,Split,Democrat
Utah,1952,Republican,Split,Democrat
Utah,1959,Republican,Democrat,Republican
Utah,1960,Republican,Democrat,Republican
Utah,1961,Republican,Democrat,Democrat
Utah,1962,Republican,Democrat,Democrat
Utah,1967,Democrat,Republican,Republican
Utah,1968,Democrat,Republican,Republican
Utah,1969,Democrat,Republican,Republican
Utah,1970,Democrat,Republican,Republican
Utah,1971,Democrat,Democrat,Republican
Utah,1972,Democrat,Democrat,Republican
Utah,1973,Democrat,Republican,Republican
Utah,1974,Democrat,Republican,Republican
Utah,1977,Democrat,Republican,Democrat
Utah,1978,Democrat,Republican,Democrat
Utah,1979,Democrat,Republican,Republican
Utah,1980,Democrat,Republican,Republican
Utah,1981,Democrat,Republican,Republican
Utah,1982,Democrat,Republican,Republican
Utah,1983,Democrat,Republican,Republican
Utah,1984,Democrat,Republican,Republican
Vermont,1963,Democrat,Republican,Republican
Vermont,1964,Democrat,Republican,Republican
Vermont,1965,Democrat,Republican,Republican
Vermont,1966,Democrat,Republican,Republican
Vermont,1967,Democrat,Republican,Republican
Vermont,1968,Democrat,Republican,Republican
Vermont,1973,Democrat,Republican,Republican
Vermont,1974,Democrat,Republican,Republican
Vermont,1975,Democrat,Republican,Republican
Vermont,1976,Democrat,Republican,Republican
Vermont,1977,Republican,Split,Republican
Vermont,1978,Republican,Split,Republican
Vermont,1985,Democrat,Republican,Democrat
Vermont,1986,Democrat,Republican,Democrat
Vermont,1991,Republican,Democrat,Split
Vermont,1992,Democrat,Democrat,Split
Vermont,1993,Democrat,Democrat,Republican
Vermont,1994,Democrat,Democrat,Republican
Vermont,1995,Democrat,Democrat,Republican
Vermont,1996,Democrat,Democrat,Republican
Vermont,2001,Democrat,Republican,Democrat
Vermont,2002,Democrat,Republican,Democrat
Vermont,2003,Republican,Republican,Democrat
Vermont,2004,Republican,Republican,Democrat
Vermont,2005,Republican,Democrat,Democrat
Vermont,2006,Republican,Democrat,Democrat
Vermont,2007,Republican,Democrat,Democrat
Vermont,2008,Republican,Democrat,Democrat
Vermont,2009,Republican,Democrat,Democrat
Vermont,2010,Republican,Democrat,Democrat
Virginia,1970,Republican,Democrat,Democrat
Virginia,1971,Republican,Democrat,Democrat
Virginia,1972,Republican,Democrat,Democrat
Virginia,1973,Republican,Democrat,Democrat
Virginia,1974,Republican,Democrat,Democrat
Virginia,1975,Republican,Democrat,Democrat
Virginia,1976,Republican,Democrat,Democrat
Virginia,1977,Republican,Democrat,Democrat
Virginia,1978,Republican,Democrat,Democrat
Virginia,1979,Republican,Democrat,Democrat
Virginia,1980,Republican,Democrat,Democrat
Virginia,1981,Republican,Democrat,Democrat
Virginia,1994,Republican,Democrat,Democrat
Virginia,1995,Republican,Democrat,Democrat
Virginia,1996,Republican,Democrat,Split
Virginia,1997,Republican,Democrat,Split
Virginia,1998,Republican,Split,Split
Virginia,1999,Republican,Split,Split
Virginia,2002,Democrat,Republican,Republican
Virginia,2003,Democrat,Republican,Republican
Virginia,2004,Democrat,Republican,Republican
Virginia,2005,Democrat,Republican,Republican
Virginia,2006,Democrat,Republican,Republican
Virginia,2007,Democrat,Republican,Republican
Virginia,2008,Democrat,Republican,Democrat
Virginia,2009,Democrat,Republican,Democrat
Virginia,2010,Democrat,Republican,Democrat
Washington,1951,Republican,Democrat,Democrat
Washington,1952,Republican,Democrat,Democrat
Washington,1955,Republican,Democrat,Republican
Washington,1956,Republican,Democrat,Republican
Washington,1965,Republican,Democrat,Democrat
Washington,1966,Republican,Democrat,Democrat
Washington,1967,Republican,Republican,Democrat
Washington,1968,Republican,Republican,Democrat
Washington,1969,Republican,Republican,Democrat
Washington,1970,Republican,Republican,Democrat
Washington,1971,Republican,Republican,Democrat
Washington,1972,Republican,Republican,Democrat
Washington,1973,Republican,Democrat,Democrat
Washington,1974,Republican,Democrat,Democrat
Washington,1975,Republican,Democrat,Democrat
Washington,1976,Republican,Democrat,Democrat
Washington,1979,Democrat,Split,Democrat
Washington,1980,Democrat,Split,Democrat
Washington,1983,Republican,Democrat,Democrat
Washington,1984,Republican,Democrat,Democrat
Washington,1989,Democrat,Democrat,Republican
Washington,1990,Democrat,Democrat,Republican
Washington,1991,Democrat,Democrat,Republican
Washington,1992,Democrat,Democrat,Republican
Washington,1994,Democrat,Democrat,Democrat
Washington,1995,Democrat,Republican,Democrat
Washington,1996,Democrat,Republican,Democrat
Washington,1997,Democrat,Republican,Republican
Washington,1998,Democrat,Republican,Republican
Washington,1999,Democrat,Split,Democrat
Washington,2000,Democrat,Split,Democrat
Washington,2001,Democrat,Split,Democrat
Washington,2002,Democrat,Democrat,Democrat
Washington,2003,Democrat,Democrat,Republican
Washington,2004,Democrat,Democrat,Republican
Washington,2008,Democrat,Democrat,Democrat
Washington,2009,Democrat,Democrat,Democrat
Washington,2010,Democrat,Democrat,Democrat
West Virginia,1957,Republican,Democrat,Democrat
West Virginia,1958,Republican,Democrat,Democrat
West Virginia,1959,Republican,Democrat,Democrat
West Virginia,1960,Republican,Democrat,Democrat
West Virginia,1969,Republican,Democrat,Democrat
West Virginia,1970,Republican,Democrat,Democrat
West Virginia,1971,Republican,Democrat,Democrat
West Virginia,1972,Republican,Democrat,Democrat
West Virginia,1973,Republican,Democrat,Democrat
West Virginia,1974,Republican,Democrat,Democrat
West Virginia,1975,Republican,Democrat,Democrat
West Virginia,1976,Republican,Democrat,Democrat
West Virginia,1985,Republican,Democrat,Democrat
West Virginia,1986,Republican,Democrat,Democrat
West Virginia,1987,Republican,Democrat,Democrat
West Virginia,1988,Republican,Democrat,Democrat
West Virginia,1997,Republican,Democrat,Democrat
West Virginia,1998,Republican,Democrat,Democrat
West Virginia,1999,Republican,Democrat,Democrat
West Virginia,2000,Republican,Democrat,Democrat
Wisconsin,1959,Democrat,Democrat,Republican
Wisconsin,1960,Democrat,Democrat,Republican
Wisconsin,1961,Democrat,Republican,Republican
Wisconsin,1962,Democrat,Republican,Republican
Wisconsin,1963,Democrat,Republican,Republican
Wisconsin,1964,Democrat,Republican,Republican
Wisconsin,1965,Republican,Democrat,Republican
Wisconsin,1966,Republican,Democrat,Republican
Wisconsin,1971,Democrat,Democrat,Republican
Wisconsin,1972,Democrat,Democrat,Republican
Wisconsin,1973,Democrat,Democrat,Republican
Wisconsin,1974,Democrat,Democrat,Republican
Wisconsin,1979,Republican,Democrat,Democrat
Wisconsin,1980,Republican,Democrat,Democrat
Wisconsin,1981,Republican,Democrat,Democrat
Wisconsin,1982,Republican,Democrat,Democrat
Wisconsin,1987,Republican,Democrat,Democrat
Wisconsin,1988,Republican,Democrat,Democrat
Wisconsin,1989,Republican,Democrat,Democrat
Wisconsin,1990,Republican,Democrat,Democrat
Wisconsin,1991,Republican,Democrat,Democrat
Wisconsin,1992,Republican,Democrat,Democrat
Wisconsin,1993,Republican,Democrat,Republican
Wisconsin,1994,Republican,Democrat,Republican
Wisconsin,1997,Republican,Republican,Democrat
Wisconsin,1998,Republican,Republican,Democrat
Wisconsin,1999,Republican,Republican,Democrat
Wisconsin,2000,Republican,Republican,Democrat
Wisconsin,2001,Republican,Republican,Democrat
Wisconsin,2002,Republican,Republican,Democrat
Wisconsin,2003,Democrat,Republican,Republican
Wisconsin,2004,Democrat,Republican,Republican
Wisconsin,2005,Democrat,Republican,Republican
Wisconsin,2006,Democrat,Republican,Republican
Wisconsin,2007,Democrat,Republican,Democrat
Wisconsin,2008,Democrat,Republican,Democrat
Wyoming,1955,Republican,Split,Republican
Wyoming,1956,Republican,Split,Republican
Wyoming,1959,Democrat,Democrat,Republican
Wyoming,1960,Democrat,Democrat,Republican
Wyoming,1961,Democrat,Republican,Republican
Wyoming,1962,Democrat,Republican,Republican
Wyoming,1965,Republican,Democrat,Republican
Wyoming,1966,Republican,Democrat,Republican
Wyoming,1975,Democrat,Republican,Split
Wyoming,1976,Democrat,Republican,Split
Wyoming,1977,Democrat,Republican,Republican
Wyoming,1978,Democrat,Republican,Republican
Wyoming,1979,Democrat,Republican,Republican
Wyoming,1980,Democrat,Republican,Republican
Wyoming,1981,Democrat,Republican,Republican
Wyoming,1982,Democrat,Republican,Republican
Wyoming,1983,Democrat,Republican,Republican
Wyoming,1984,Democrat,Republican,Republican
Wyoming,1985,Democrat,Republican,Republican
Wyoming,1986,Democrat,Republican,Republican
Wyoming,1987,Democrat,Republican,Republican
Wyoming,1988,Democrat,Republican,Republican
Wyoming,1989,Democrat,Republican,Republican
Wyoming,1990,Democrat,Republican,Republican
Wyoming,1991,Democrat,Republican,Republican
Wyoming,1992,Democrat,Republican,Republican
Wyoming,1993,Democrat,Republican,Republican
Wyoming,1994,Democrat,Republican,Republican
Wyoming,2003,Democrat,Republican,Republican
Wyoming,2004,Democrat,Republican,Republican
Wyoming,2005,Democrat,Republican,Republican
Wyoming,2006,Democrat,Republican,Republican
Wyoming,2007,Democrat,Republican,Republican
Wyoming,2008,Democrat,Republican,Republican
Wyoming,2009,Democrat,Republican,Republican
Wyoming,2010,Democrat,Republican,Republican
Alabama,2011,Republican,Republican,Republican
Alaska,2011,Republican,Republican,Split
Arizona,2011,Republican,Republican,Republican
Arkansas,2011,Democrat,Democrat,Democrat
California,2011,Democrat,Democrat,Democrat
Colorado,2011,Democrat,Republican,Democrat
Connecticut,2011,Democrat,Democrat,Democrat
Delaware,2011,Democrat,Democrat,Democrat
Florida,2011,Republican,Republican,Republican
Georgia,2011,Republican,Republican,Republican
Hawaii,2011,Democrat,Democrat,Democrat
Idaho,2011,Republican,Republican,Republican
Illinois,2011,Democrat,Democrat,Democrat
Indiana,2011,Republican,Republican,Republican
Iowa,2011,Republican,Republican,Democrat
Kansas,2011,Republican,Republican,Republican
Kentucky,2011,Democrat,Democrat,Republican
Louisiana,2011,Republican,Republican,Democrat
Maine,2011,Republican,Republican,Republican
Maryland,2011,Democrat,Democrat,Democrat
Massachusetts,2011,Democrat,Democrat,Democrat
Michigan,2011,Republican,Republican,Republican
Minnesota,2011,Democrat,Republican,Republican
Mississippi,2011,Republican,Democrat,Democrat
Missouri,2011,Democrat,Republican,Republican
Montana,2011,Democrat,Republican,Republican
Nevada,2011,Republican,Democrat,Democrat
New Hampshire,2011,Democrat,Republican,Republican
New Jersey,2011,Republican,Democrat,Democrat
New Mexico,2011,Republican,Democrat,Democrat
New York,2011,Democrat,Democrat,Republican
North Carolina,2011,Democrat,Republican,Republican
North Dakota,2011,Republican,Republican,Republican
Ohio,2011,Republican,Republican,Republican
Oklahoma,2011,Republican,Republican,Republican
Oregon,2011,Democrat,Split,Democrat
Pennsylvania,2011,Republican,Republican,Republican
South Carolina,2011,Republican,Republican,Republican
South Dakota,2011,Republican,Republican,Republican
Tennessee,2011,Republican,Republican,Republican
Texas,2011,Republican,Republican,Republican
Utah,2011,Republican,Republican,Republican
Vermont,2011,Democrat,Democrat,Democrat
Virginia,2011,Republican,Republican,Democrat
Washington,2011,Democrat,Democrat,Democrat
West Virginia,2011,Democrat,Democrat,Democrat
Wisconsin,2011,Republican,Republican,Republican
Wyoming,2011,Republican,Republican,Republican
